,name,skin_tone,gender,age,real_face,aug_name,aug_cat
2654,TRAIN2654.png,monk_8,male,18_30,1,AUG_monk_8_198_TRAIN2654.png,skin_tone
4456,TRAIN4456.png,monk_8,male,0_17,1,AUG_monk_8_199_TRAIN4456.png,skin_tone
34,TRAIN0034.png,monk_8,female,0_17,1,AUG_monk_8_200_TRAIN0034.png,skin_tone
2643,TRAIN2643.png,monk_8,male,18_30,1,AUG_monk_8_201_TRAIN2643.png,skin_tone
946,TRAIN0946.png,monk_8,female,18_30,1,AUG_monk_8_202_TRAIN0946.png,skin_tone
2857,TRAIN2857.png,monk_8,female,18_30,1,AUG_monk_8_203_TRAIN2857.png,skin_tone
4391,TRAIN4391.png,monk_8,male,0_17,1,AUG_monk_8_204_TRAIN4391.png,skin_tone
1582,TRAIN1582.png,monk_8,female,18_30,1,AUG_monk_8_205_TRAIN1582.png,skin_tone
2297,TRAIN2297.png,monk_8,male,31_60,1,AUG_monk_8_206_TRAIN2297.png,skin_tone
256,TRAIN0256.png,monk_8,male,0_17,1,AUG_monk_8_207_TRAIN0256.png,skin_tone
2784,TRAIN2784.png,monk_8,male,0_17,1,AUG_monk_8_208_TRAIN2784.png,skin_tone
1029,TRAIN1029.png,monk_8,male,0_17,1,AUG_monk_8_209_TRAIN1029.png,skin_tone
1220,TRAIN1220.png,monk_8,male,18_30,1,AUG_monk_8_210_TRAIN1220.png,skin_tone
665,TRAIN0665.png,monk_8,female,31_60,1,AUG_monk_8_211_TRAIN0665.png,skin_tone
2903,TRAIN2903.png,monk_8,male,31_60,1,AUG_monk_8_212_TRAIN2903.png,skin_tone
5135,TRAIN5135.png,monk_8,female,61_100,1,AUG_monk_8_213_TRAIN5135.png,skin_tone
442,TRAIN0442.png,monk_8,male,0_17,1,AUG_monk_8_214_TRAIN0442.png,skin_tone
3357,TRAIN3357.png,monk_8,female,18_30,1,AUG_monk_8_215_TRAIN3357.png,skin_tone
2256,TRAIN2256.png,monk_8,male,31_60,1,AUG_monk_8_216_TRAIN2256.png,skin_tone
1411,TRAIN1411.png,monk_8,female,18_30,1,AUG_monk_8_217_TRAIN1411.png,skin_tone
2903,TRAIN2903.png,monk_8,male,31_60,1,AUG_monk_8_218_TRAIN2903.png,skin_tone
2854,TRAIN2854.png,monk_8,male,18_30,1,AUG_monk_8_219_TRAIN2854.png,skin_tone
3882,TRAIN3882.png,monk_8,male,18_30,1,AUG_monk_8_220_TRAIN3882.png,skin_tone
34,TRAIN0034.png,monk_8,female,0_17,1,AUG_monk_8_221_TRAIN0034.png,skin_tone
2226,TRAIN2226.png,monk_8,male,0_17,1,AUG_monk_8_222_TRAIN2226.png,skin_tone
4213,TRAIN4213.png,monk_8,male,18_30,1,AUG_monk_8_223_TRAIN4213.png,skin_tone
2233,TRAIN2233.png,monk_8,female,18_30,1,AUG_monk_8_224_TRAIN2233.png,skin_tone
2566,TRAIN2566.png,monk_8,female,61_100,1,AUG_monk_8_225_TRAIN2566.png,skin_tone
2978,TRAIN2978.png,monk_8,female,18_30,1,AUG_monk_8_226_TRAIN2978.png,skin_tone
1717,TRAIN1717.png,monk_8,female,18_30,1,AUG_monk_8_227_TRAIN1717.png,skin_tone
1582,TRAIN1582.png,monk_8,female,18_30,1,AUG_monk_8_228_TRAIN1582.png,skin_tone
1632,TRAIN1632.png,monk_8,female,31_60,1,AUG_monk_8_229_TRAIN1632.png,skin_tone
4550,TRAIN4550.png,monk_8,male,31_60,1,AUG_monk_8_230_TRAIN4550.png,skin_tone
277,TRAIN0277.png,monk_8,female,0_17,1,AUG_monk_8_231_TRAIN0277.png,skin_tone
268,TRAIN0268.png,monk_8,male,31_60,1,AUG_monk_8_232_TRAIN0268.png,skin_tone
4620,TRAIN4620.png,monk_8,female,0_17,1,AUG_monk_8_233_TRAIN4620.png,skin_tone
2897,TRAIN2897.png,monk_8,male,61_100,1,AUG_monk_8_234_TRAIN2897.png,skin_tone
2729,TRAIN2729.png,monk_8,male,31_60,1,AUG_monk_8_235_TRAIN2729.png,skin_tone
1857,TRAIN1857.png,monk_8,female,31_60,1,AUG_monk_8_236_TRAIN1857.png,skin_tone
5054,TRAIN5054.png,monk_8,male,31_60,1,AUG_monk_8_237_TRAIN5054.png,skin_tone
141,TRAIN0141.png,monk_8,female,18_30,1,AUG_monk_8_238_TRAIN0141.png,skin_tone
561,TRAIN0561.png,monk_8,female,0_17,1,AUG_monk_8_239_TRAIN0561.png,skin_tone
3396,TRAIN3396.png,monk_8,male,31_60,1,AUG_monk_8_240_TRAIN3396.png,skin_tone
1858,TRAIN1858.png,monk_8,male,0_17,1,AUG_monk_8_241_TRAIN1858.png,skin_tone
442,TRAIN0442.png,monk_8,male,0_17,1,AUG_monk_8_242_TRAIN0442.png,skin_tone
1515,TRAIN1515.png,monk_8,male,18_30,1,AUG_monk_8_243_TRAIN1515.png,skin_tone
1977,TRAIN1977.png,monk_8,male,0_17,1,AUG_monk_8_244_TRAIN1977.png,skin_tone
885,TRAIN0885.png,monk_8,male,61_100,1,AUG_monk_8_245_TRAIN0885.png,skin_tone
702,TRAIN0702.png,monk_8,female,31_60,1,AUG_monk_8_246_TRAIN0702.png,skin_tone
3240,TRAIN3240.png,monk_8,male,31_60,1,AUG_monk_8_247_TRAIN3240.png,skin_tone
962,TRAIN0962.png,monk_8,male,0_17,1,AUG_monk_8_248_TRAIN0962.png,skin_tone
34,TRAIN0034.png,monk_8,female,0_17,1,AUG_monk_8_249_TRAIN0034.png,skin_tone
2654,TRAIN2654.png,monk_8,male,18_30,1,AUG_monk_8_250_TRAIN2654.png,skin_tone
2003,TRAIN2003.png,monk_8,male,18_30,1,AUG_monk_8_251_TRAIN2003.png,skin_tone
702,TRAIN0702.png,monk_8,female,31_60,1,AUG_monk_8_252_TRAIN0702.png,skin_tone
2429,TRAIN2429.png,monk_8,female,31_60,1,AUG_monk_8_253_TRAIN2429.png,skin_tone
1582,TRAIN1582.png,monk_8,female,18_30,1,AUG_monk_8_254_TRAIN1582.png,skin_tone
2656,TRAIN2656.png,monk_8,male,31_60,1,AUG_monk_8_255_TRAIN2656.png,skin_tone
430,TRAIN0430.png,monk_8,female,18_30,1,AUG_monk_8_256_TRAIN0430.png,skin_tone
4769,TRAIN4769.png,monk_8,female,18_30,1,AUG_monk_8_257_TRAIN4769.png,skin_tone
1857,TRAIN1857.png,monk_8,female,31_60,1,AUG_monk_8_258_TRAIN1857.png,skin_tone
1719,TRAIN1719.png,monk_8,female,31_60,1,AUG_monk_8_259_TRAIN1719.png,skin_tone
944,TRAIN0944.png,monk_8,female,18_30,1,AUG_monk_8_260_TRAIN0944.png,skin_tone
946,TRAIN0946.png,monk_8,female,18_30,1,AUG_monk_8_261_TRAIN0946.png,skin_tone
113,TRAIN0113.png,monk_8,male,31_60,1,AUG_monk_8_262_TRAIN0113.png,skin_tone
1370,TRAIN1370.png,monk_8,male,31_60,1,AUG_monk_8_263_TRAIN1370.png,skin_tone
4196,TRAIN4196.png,monk_8,female,18_30,1,AUG_monk_8_264_TRAIN4196.png,skin_tone
397,TRAIN0397.png,monk_8,female,0_17,1,AUG_monk_8_265_TRAIN0397.png,skin_tone
4595,TRAIN4595.png,monk_8,female,31_60,1,AUG_monk_8_266_TRAIN4595.png,skin_tone
2233,TRAIN2233.png,monk_8,female,18_30,1,AUG_monk_8_267_TRAIN2233.png,skin_tone
3240,TRAIN3240.png,monk_8,male,31_60,1,AUG_monk_8_268_TRAIN3240.png,skin_tone
4506,TRAIN4506.png,monk_8,male,18_30,1,AUG_monk_8_269_TRAIN4506.png,skin_tone
2821,TRAIN2821.png,monk_8,female,18_30,1,AUG_monk_8_270_TRAIN2821.png,skin_tone
2897,TRAIN2897.png,monk_8,male,61_100,1,AUG_monk_8_271_TRAIN2897.png,skin_tone
2618,TRAIN2618.png,monk_8,female,18_30,1,AUG_monk_8_272_TRAIN2618.png,skin_tone
732,TRAIN0732.png,monk_8,female,31_60,1,AUG_monk_8_273_TRAIN0732.png,skin_tone
104,TRAIN0104.png,monk_8,female,31_60,1,AUG_monk_8_274_TRAIN0104.png,skin_tone
939,TRAIN0939.png,monk_8,female,18_30,1,AUG_monk_8_275_TRAIN0939.png,skin_tone
5054,TRAIN5054.png,monk_8,male,31_60,1,AUG_monk_8_276_TRAIN5054.png,skin_tone
2821,TRAIN2821.png,monk_8,female,18_30,1,AUG_monk_8_277_TRAIN2821.png,skin_tone
5054,TRAIN5054.png,monk_8,male,31_60,1,AUG_monk_8_278_TRAIN5054.png,skin_tone
1582,TRAIN1582.png,monk_8,female,18_30,1,AUG_monk_8_279_TRAIN1582.png,skin_tone
141,TRAIN0141.png,monk_8,female,18_30,1,AUG_monk_8_280_TRAIN0141.png,skin_tone
3426,TRAIN3426.png,monk_8,male,31_60,1,AUG_monk_8_281_TRAIN3426.png,skin_tone
644,TRAIN0644.png,monk_8,female,0_17,1,AUG_monk_8_282_TRAIN0644.png,skin_tone
1878,TRAIN1878.png,monk_8,male,18_30,1,AUG_monk_8_283_TRAIN1878.png,skin_tone
2226,TRAIN2226.png,monk_8,male,0_17,1,AUG_monk_8_284_TRAIN2226.png,skin_tone
4506,TRAIN4506.png,monk_8,male,18_30,1,AUG_monk_8_285_TRAIN4506.png,skin_tone
3240,TRAIN3240.png,monk_8,male,31_60,1,AUG_monk_8_286_TRAIN3240.png,skin_tone
2305,TRAIN2305.png,monk_8,male,31_60,1,AUG_monk_8_287_TRAIN2305.png,skin_tone
1411,TRAIN1411.png,monk_8,female,18_30,1,AUG_monk_8_288_TRAIN1411.png,skin_tone
2903,TRAIN2903.png,monk_8,male,31_60,1,AUG_monk_8_289_TRAIN2903.png,skin_tone
4506,TRAIN4506.png,monk_8,male,18_30,1,AUG_monk_8_290_TRAIN4506.png,skin_tone
1878,TRAIN1878.png,monk_8,male,18_30,1,AUG_monk_8_291_TRAIN1878.png,skin_tone
3357,TRAIN3357.png,monk_8,female,18_30,1,AUG_monk_8_292_TRAIN3357.png,skin_tone
1314,TRAIN1314.png,monk_8,male,0_17,1,AUG_monk_8_293_TRAIN1314.png,skin_tone
2003,TRAIN2003.png,monk_8,male,18_30,1,AUG_monk_8_294_TRAIN2003.png,skin_tone
1181,TRAIN1181.png,monk_8,female,18_30,1,AUG_monk_8_295_TRAIN1181.png,skin_tone
3736,TRAIN3736.png,monk_8,female,0_17,1,AUG_monk_8_296_TRAIN3736.png,skin_tone
1200,TRAIN1200.png,monk_8,female,0_17,1,AUG_monk_8_297_TRAIN1200.png,skin_tone
2618,TRAIN2618.png,monk_8,female,18_30,1,AUG_monk_8_298_TRAIN2618.png,skin_tone
2165,TRAIN2165.png,monk_8,female,31_60,1,AUG_monk_8_299_TRAIN2165.png,skin_tone
2784,TRAIN2784.png,monk_8,male,0_17,1,AUG_monk_8_300_TRAIN2784.png,skin_tone
69,TRAIN0069.png,monk_8,female,31_60,1,AUG_monk_8_301_TRAIN0069.png,skin_tone
397,TRAIN0397.png,monk_8,female,0_17,1,AUG_monk_8_302_TRAIN0397.png,skin_tone
3332,TRAIN3332.png,monk_8,male,31_60,1,AUG_monk_8_303_TRAIN3332.png,skin_tone
3648,TRAIN3648.png,monk_8,female,0_17,1,AUG_monk_8_304_TRAIN3648.png,skin_tone
2305,TRAIN2305.png,monk_8,male,31_60,1,AUG_monk_8_305_TRAIN2305.png,skin_tone
3357,TRAIN3357.png,monk_8,female,18_30,1,AUG_monk_8_306_TRAIN3357.png,skin_tone
4373,TRAIN4373.png,monk_8,female,18_30,1,AUG_monk_8_307_TRAIN4373.png,skin_tone
2729,TRAIN2729.png,monk_8,male,31_60,1,AUG_monk_8_308_TRAIN2729.png,skin_tone
4213,TRAIN4213.png,monk_8,male,18_30,1,AUG_monk_8_309_TRAIN4213.png,skin_tone
944,TRAIN0944.png,monk_8,female,18_30,1,AUG_monk_8_310_TRAIN0944.png,skin_tone
2643,TRAIN2643.png,monk_8,male,18_30,1,AUG_monk_8_311_TRAIN2643.png,skin_tone
2897,TRAIN2897.png,monk_8,male,61_100,1,AUG_monk_8_312_TRAIN2897.png,skin_tone
3140,TRAIN3140.png,monk_8,male,18_30,1,AUG_monk_8_313_TRAIN3140.png,skin_tone
3332,TRAIN3332.png,monk_8,male,31_60,1,AUG_monk_8_314_TRAIN3332.png,skin_tone
2965,TRAIN2965.png,monk_8,female,18_30,1,AUG_monk_8_315_TRAIN2965.png,skin_tone
113,TRAIN0113.png,monk_8,male,31_60,1,AUG_monk_8_316_TRAIN0113.png,skin_tone
3867,TRAIN3867.png,monk_8,female,18_30,1,AUG_monk_8_317_TRAIN3867.png,skin_tone
732,TRAIN0732.png,monk_8,female,31_60,1,AUG_monk_8_318_TRAIN0732.png,skin_tone
420,TRAIN0420.png,monk_8,male,31_60,1,AUG_monk_8_319_TRAIN0420.png,skin_tone
1596,TRAIN1596.png,monk_8,male,18_30,1,AUG_monk_8_320_TRAIN1596.png,skin_tone
1878,TRAIN1878.png,monk_8,male,18_30,1,AUG_monk_8_321_TRAIN1878.png,skin_tone
3332,TRAIN3332.png,monk_8,male,31_60,1,AUG_monk_8_322_TRAIN3332.png,skin_tone
256,TRAIN0256.png,monk_8,male,0_17,1,AUG_monk_8_323_TRAIN0256.png,skin_tone
4769,TRAIN4769.png,monk_8,female,18_30,1,AUG_monk_8_324_TRAIN4769.png,skin_tone
2643,TRAIN2643.png,monk_8,male,18_30,1,AUG_monk_8_325_TRAIN2643.png,skin_tone
2226,TRAIN2226.png,monk_8,male,0_17,1,AUG_monk_8_326_TRAIN2226.png,skin_tone
4169,TRAIN4169.png,monk_8,female,31_60,1,AUG_monk_8_327_TRAIN4169.png,skin_tone
3426,TRAIN3426.png,monk_8,male,31_60,1,AUG_monk_8_328_TRAIN3426.png,skin_tone
2643,TRAIN2643.png,monk_8,male,18_30,1,AUG_monk_8_329_TRAIN2643.png,skin_tone
442,TRAIN0442.png,monk_8,male,0_17,1,AUG_monk_8_330_TRAIN0442.png,skin_tone
243,TRAIN0243.png,monk_8,female,0_17,1,AUG_monk_8_331_TRAIN0243.png,skin_tone
2654,TRAIN2654.png,monk_8,male,18_30,1,AUG_monk_8_332_TRAIN2654.png,skin_tone
962,TRAIN0962.png,monk_8,male,0_17,1,AUG_monk_8_333_TRAIN0962.png,skin_tone
2397,TRAIN2397.png,monk_8,male,31_60,1,AUG_monk_8_334_TRAIN2397.png,skin_tone
2853,TRAIN2853.png,monk_8,male,61_100,1,AUG_monk_8_335_TRAIN2853.png,skin_tone
3439,TRAIN3439.png,monk_8,male,18_30,1,AUG_monk_8_336_TRAIN3439.png,skin_tone
34,TRAIN0034.png,monk_8,female,0_17,1,AUG_monk_8_337_TRAIN0034.png,skin_tone
1820,TRAIN1820.png,monk_8,female,0_17,1,AUG_monk_8_338_TRAIN1820.png,skin_tone
4456,TRAIN4456.png,monk_8,male,0_17,1,AUG_monk_8_339_TRAIN4456.png,skin_tone
3560,TRAIN3560.png,monk_8,male,31_60,1,AUG_monk_8_340_TRAIN3560.png,skin_tone
2978,TRAIN2978.png,monk_8,female,18_30,1,AUG_monk_8_341_TRAIN2978.png,skin_tone
2397,TRAIN2397.png,monk_8,male,31_60,1,AUG_monk_8_342_TRAIN2397.png,skin_tone
1189,TRAIN1189.png,monk_8,male,31_60,1,AUG_monk_8_343_TRAIN1189.png,skin_tone
2305,TRAIN2305.png,monk_8,male,31_60,1,AUG_monk_8_344_TRAIN2305.png,skin_tone
113,TRAIN0113.png,monk_8,male,31_60,1,AUG_monk_8_345_TRAIN0113.png,skin_tone
2618,TRAIN2618.png,monk_8,female,18_30,1,AUG_monk_8_346_TRAIN2618.png,skin_tone
3332,TRAIN3332.png,monk_8,male,31_60,1,AUG_monk_8_347_TRAIN3332.png,skin_tone
3140,TRAIN3140.png,monk_8,male,18_30,1,AUG_monk_8_348_TRAIN3140.png,skin_tone
430,TRAIN0430.png,monk_8,female,18_30,1,AUG_monk_8_349_TRAIN0430.png,skin_tone
1991,TRAIN1991.png,monk_8,male,18_30,1,AUG_monk_8_350_TRAIN1991.png,skin_tone
3332,TRAIN3332.png,monk_8,male,31_60,1,AUG_monk_8_351_TRAIN3332.png,skin_tone
3140,TRAIN3140.png,monk_8,male,18_30,1,AUG_monk_8_352_TRAIN3140.png,skin_tone
1632,TRAIN1632.png,monk_8,female,31_60,1,AUG_monk_8_353_TRAIN1632.png,skin_tone
4902,TRAIN4902.png,monk_1,female,0_17,1,AUG_monk_1_0_TRAIN4902.png,skin_tone
5055,TRAIN5055.png,monk_1,male,18_30,1,AUG_monk_1_1_TRAIN5055.png,skin_tone
611,TRAIN0611.png,monk_1,female,18_30,1,AUG_monk_1_2_TRAIN0611.png,skin_tone
432,TRAIN0432.png,monk_1,male,18_30,1,AUG_monk_1_3_TRAIN0432.png,skin_tone
1940,TRAIN1940.png,monk_1,female,31_60,1,AUG_monk_1_4_TRAIN1940.png,skin_tone
4888,TRAIN4888.png,monk_1,male,18_30,1,AUG_monk_1_5_TRAIN4888.png,skin_tone
2523,TRAIN2523.png,monk_1,female,0_17,1,AUG_monk_1_6_TRAIN2523.png,skin_tone
3836,TRAIN3836.png,monk_1,female,18_30,1,AUG_monk_1_7_TRAIN3836.png,skin_tone
2646,TRAIN2646.png,monk_1,male,18_30,1,AUG_monk_1_8_TRAIN2646.png,skin_tone
305,TRAIN0305.png,monk_1,female,0_17,1,AUG_monk_1_9_TRAIN0305.png,skin_tone
2334,TRAIN2334.png,monk_1,female,18_30,1,AUG_monk_1_10_TRAIN2334.png,skin_tone
706,TRAIN0706.png,monk_1,male,0_17,1,AUG_monk_1_11_TRAIN0706.png,skin_tone
1163,TRAIN1163.png,monk_1,female,18_30,1,AUG_monk_1_12_TRAIN1163.png,skin_tone
3904,TRAIN3904.png,monk_1,female,0_17,1,AUG_monk_1_13_TRAIN3904.png,skin_tone
5107,TRAIN5107.png,monk_1,female,0_17,1,AUG_monk_1_14_TRAIN5107.png,skin_tone
4512,TRAIN4512.png,monk_1,female,18_30,1,AUG_monk_1_15_TRAIN4512.png,skin_tone
5107,TRAIN5107.png,monk_1,female,0_17,1,AUG_monk_1_16_TRAIN5107.png,skin_tone
5048,TRAIN5048.png,monk_1,female,31_60,1,AUG_monk_1_17_TRAIN5048.png,skin_tone
4704,TRAIN4704.png,monk_1,male,18_30,1,AUG_monk_1_18_TRAIN4704.png,skin_tone
2773,TRAIN2773.png,monk_1,female,18_30,1,AUG_monk_1_19_TRAIN2773.png,skin_tone
233,TRAIN0233.png,monk_1,female,31_60,1,AUG_monk_1_20_TRAIN0233.png,skin_tone
1850,TRAIN1850.png,monk_1,male,0_17,1,AUG_monk_1_21_TRAIN1850.png,skin_tone
5131,TRAIN5131.png,monk_1,female,18_30,1,AUG_monk_1_22_TRAIN5131.png,skin_tone
4511,TRAIN4511.png,monk_1,female,31_60,1,AUG_monk_1_23_TRAIN4511.png,skin_tone
215,TRAIN0215.png,monk_1,female,31_60,1,AUG_monk_1_24_TRAIN0215.png,skin_tone
3937,TRAIN3937.png,monk_1,male,31_60,1,AUG_monk_1_25_TRAIN3937.png,skin_tone
215,TRAIN0215.png,monk_1,female,31_60,1,AUG_monk_1_26_TRAIN0215.png,skin_tone
2773,TRAIN2773.png,monk_1,female,18_30,1,AUG_monk_1_27_TRAIN2773.png,skin_tone
3945,TRAIN3945.png,monk_1,female,18_30,1,AUG_monk_1_28_TRAIN3945.png,skin_tone
3642,TRAIN3642.png,monk_1,female,0_17,1,AUG_monk_1_29_TRAIN3642.png,skin_tone
2373,TRAIN2373.png,monk_1,female,0_17,1,AUG_monk_1_30_TRAIN2373.png,skin_tone
4651,TRAIN4651.png,monk_1,female,31_60,1,AUG_monk_1_31_TRAIN4651.png,skin_tone
4545,TRAIN4545.png,monk_1,female,31_60,1,AUG_monk_1_32_TRAIN4545.png,skin_tone
443,TRAIN0443.png,monk_1,female,0_17,1,AUG_monk_1_33_TRAIN0443.png,skin_tone
650,TRAIN0650.png,monk_1,female,18_30,1,AUG_monk_1_34_TRAIN0650.png,skin_tone
4522,TRAIN4522.png,monk_1,female,0_17,1,AUG_monk_1_35_TRAIN4522.png,skin_tone
611,TRAIN0611.png,monk_1,female,18_30,1,AUG_monk_1_36_TRAIN0611.png,skin_tone
3642,TRAIN3642.png,monk_1,female,0_17,1,AUG_monk_1_37_TRAIN3642.png,skin_tone
4117,TRAIN4117.png,monk_1,female,18_30,1,AUG_monk_1_38_TRAIN4117.png,skin_tone
2334,TRAIN2334.png,monk_1,female,18_30,1,AUG_monk_1_39_TRAIN2334.png,skin_tone
1052,TRAIN1052.png,monk_1,female,0_17,1,AUG_monk_1_40_TRAIN1052.png,skin_tone
2164,TRAIN2164.png,monk_1,female,0_17,1,AUG_monk_1_41_TRAIN2164.png,skin_tone
3939,TRAIN3939.png,monk_1,female,18_30,1,AUG_monk_1_42_TRAIN3939.png,skin_tone
2208,TRAIN2208.png,monk_1,female,18_30,1,AUG_monk_1_43_TRAIN2208.png,skin_tone
5081,TRAIN5081.png,monk_1,female,0_17,1,AUG_monk_1_44_TRAIN5081.png,skin_tone
4522,TRAIN4522.png,monk_1,female,0_17,1,AUG_monk_1_45_TRAIN4522.png,skin_tone
4514,TRAIN4514.png,monk_1,male,18_30,1,AUG_monk_1_46_TRAIN4514.png,skin_tone
3512,TRAIN3512.png,monk_1,female,31_60,1,AUG_monk_1_47_TRAIN3512.png,skin_tone
3209,TRAIN3209.png,monk_1,female,18_30,1,AUG_monk_1_48_TRAIN3209.png,skin_tone
706,TRAIN0706.png,monk_1,male,0_17,1,AUG_monk_1_49_TRAIN0706.png,skin_tone
1270,TRAIN1270.png,monk_1,female,0_17,1,AUG_monk_1_50_TRAIN1270.png,skin_tone
4905,TRAIN4905.png,monk_1,female,31_60,1,AUG_monk_1_51_TRAIN4905.png,skin_tone
3479,TRAIN3479.png,monk_1,female,18_30,1,AUG_monk_1_52_TRAIN3479.png,skin_tone
515,TRAIN0515.png,monk_1,male,18_30,1,AUG_monk_1_53_TRAIN0515.png,skin_tone
3197,TRAIN3197.png,monk_1,male,18_30,1,AUG_monk_1_54_TRAIN3197.png,skin_tone
4512,TRAIN4512.png,monk_1,female,18_30,1,AUG_monk_1_55_TRAIN4512.png,skin_tone
3937,TRAIN3937.png,monk_1,male,31_60,1,AUG_monk_1_56_TRAIN3937.png,skin_tone
1711,TRAIN1711.png,monk_1,male,18_30,1,AUG_monk_1_57_TRAIN1711.png,skin_tone
310,TRAIN0310.png,monk_1,female,18_30,1,AUG_monk_1_58_TRAIN0310.png,skin_tone
5055,TRAIN5055.png,monk_1,male,18_30,1,AUG_monk_1_59_TRAIN5055.png,skin_tone
4052,TRAIN4052.png,monk_1,male,0_17,1,AUG_monk_1_60_TRAIN4052.png,skin_tone
3245,TRAIN3245.png,monk_1,male,31_60,1,AUG_monk_1_61_TRAIN3245.png,skin_tone
2373,TRAIN2373.png,monk_1,female,0_17,1,AUG_monk_1_62_TRAIN2373.png,skin_tone
3019,TRAIN3019.png,monk_1,female,18_30,1,AUG_monk_1_63_TRAIN3019.png,skin_tone
5055,TRAIN5055.png,monk_1,male,18_30,1,AUG_monk_1_64_TRAIN5055.png,skin_tone
650,TRAIN0650.png,monk_1,female,18_30,1,AUG_monk_1_65_TRAIN0650.png,skin_tone
2523,TRAIN2523.png,monk_1,female,0_17,1,AUG_monk_1_66_TRAIN2523.png,skin_tone
2076,TRAIN2076.png,monk_1,female,18_30,1,AUG_monk_1_67_TRAIN2076.png,skin_tone
3165,TRAIN3165.png,monk_1,male,0_17,1,AUG_monk_1_68_TRAIN3165.png,skin_tone
948,TRAIN0948.png,monk_1,male,0_17,1,AUG_monk_1_69_TRAIN0948.png,skin_tone
4175,TRAIN4175.png,monk_1,female,0_17,1,AUG_monk_1_70_TRAIN4175.png,skin_tone
1412,TRAIN1412.png,monk_1,male,0_17,1,AUG_monk_1_71_TRAIN1412.png,skin_tone
4669,TRAIN4669.png,monk_1,male,18_30,1,AUG_monk_1_72_TRAIN4669.png,skin_tone
3019,TRAIN3019.png,monk_1,female,18_30,1,AUG_monk_1_73_TRAIN3019.png,skin_tone
501,TRAIN0501.png,monk_1,female,18_30,1,AUG_monk_1_74_TRAIN0501.png,skin_tone
332,TRAIN0332.png,monk_1,female,31_60,1,AUG_monk_1_75_TRAIN0332.png,skin_tone
4902,TRAIN4902.png,monk_1,female,0_17,1,AUG_monk_1_76_TRAIN4902.png,skin_tone
1052,TRAIN1052.png,monk_1,female,0_17,1,AUG_monk_1_77_TRAIN1052.png,skin_tone
2828,TRAIN2828.png,monk_1,male,18_30,1,AUG_monk_1_78_TRAIN2828.png,skin_tone
3213,TRAIN3213.png,monk_1,male,0_17,1,AUG_monk_1_79_TRAIN3213.png,skin_tone
4902,TRAIN4902.png,monk_1,female,0_17,1,AUG_monk_1_80_TRAIN4902.png,skin_tone
3165,TRAIN3165.png,monk_1,male,0_17,1,AUG_monk_1_81_TRAIN3165.png,skin_tone
4348,TRAIN4348.png,monk_1,female,0_17,1,AUG_monk_1_82_TRAIN4348.png,skin_tone
2276,TRAIN2276.png,monk_1,female,0_17,1,AUG_monk_1_83_TRAIN2276.png,skin_tone
3197,TRAIN3197.png,monk_1,male,18_30,1,AUG_monk_1_84_TRAIN3197.png,skin_tone
2773,TRAIN2773.png,monk_1,female,18_30,1,AUG_monk_1_85_TRAIN2773.png,skin_tone
3904,TRAIN3904.png,monk_1,female,0_17,1,AUG_monk_1_86_TRAIN3904.png,skin_tone
4511,TRAIN4511.png,monk_1,female,31_60,1,AUG_monk_1_87_TRAIN4511.png,skin_tone
305,TRAIN0305.png,monk_1,female,0_17,1,AUG_monk_1_88_TRAIN0305.png,skin_tone
5103,TRAIN5103.png,monk_1,male,0_17,1,AUG_monk_1_89_TRAIN5103.png,skin_tone
4236,TRAIN4236.png,monk_1,female,18_30,1,AUG_monk_1_90_TRAIN4236.png,skin_tone
3165,TRAIN3165.png,monk_1,male,0_17,1,AUG_monk_1_91_TRAIN3165.png,skin_tone
2812,TRAIN2812.png,monk_1,male,18_30,1,AUG_monk_1_92_TRAIN2812.png,skin_tone
4512,TRAIN4512.png,monk_1,female,18_30,1,AUG_monk_1_93_TRAIN4512.png,skin_tone
4734,TRAIN4734.png,monk_1,male,0_17,1,AUG_monk_1_94_TRAIN4734.png,skin_tone
4669,TRAIN4669.png,monk_1,male,18_30,1,AUG_monk_1_95_TRAIN4669.png,skin_tone
1461,TRAIN1461.png,monk_1,male,18_30,1,AUG_monk_1_96_TRAIN1461.png,skin_tone
2828,TRAIN2828.png,monk_1,male,18_30,1,AUG_monk_1_97_TRAIN2828.png,skin_tone
2332,TRAIN2332.png,monk_1,female,18_30,1,AUG_monk_1_98_TRAIN2332.png,skin_tone
1461,TRAIN1461.png,monk_1,male,18_30,1,AUG_monk_1_99_TRAIN1461.png,skin_tone
2164,TRAIN2164.png,monk_1,female,0_17,1,AUG_monk_1_100_TRAIN2164.png,skin_tone
400,TRAIN0400.png,monk_1,male,18_30,1,AUG_monk_1_101_TRAIN0400.png,skin_tone
4522,TRAIN4522.png,monk_1,female,0_17,1,AUG_monk_1_102_TRAIN4522.png,skin_tone
1942,TRAIN1942.png,monk_1,female,18_30,1,AUG_monk_1_103_TRAIN1942.png,skin_tone
5055,TRAIN5055.png,monk_1,male,18_30,1,AUG_monk_1_104_TRAIN5055.png,skin_tone
3836,TRAIN3836.png,monk_1,female,18_30,1,AUG_monk_1_105_TRAIN3836.png,skin_tone
2178,TRAIN2178.png,monk_1,female,18_30,1,AUG_monk_1_106_TRAIN2178.png,skin_tone
2642,TRAIN2642.png,monk_1,female,18_30,1,AUG_monk_1_107_TRAIN2642.png,skin_tone
